Family,Member,Original_Image_Name,Aligned_Image_Path,Detection_Score,Age,Detected_Gender,Name,True_Gender,Relationships
F0069,MID1,P00707_face0.jpg,data/processed/fiw/train/train-faces/F0069/MID1/P00707_face0.jpg,0.7781597,78,M,donald,m,"[0, 4, 5, 4, 0, 4, 'donald']"
F0069,MID2,P00707_face1.jpg,data/processed/fiw/train/train-faces/F0069/MID2/P00707_face1.jpg,0.845819,67,M,david,m,"[1, 0, 0, 0, 0, 2, 'david']"
F0069,MID2,P00705_face0.jpg,data/processed/fiw/train/train-faces/F0069/MID2/P00705_face0.jpg,0.849116,39,M,david,m,"[1, 0, 0, 0, 0, 2, 'david']"
F0069,MID6,P11417_face3.jpg,data/processed/fiw/train/train-faces/F0069/MID6/P11417_face3.jpg,0.8114431,34,M,michael,m,"[1, 2, 0, 2, 0, 0, 'michael']"
F0069,MID6,P11416_face0.jpg,data/processed/fiw/train/train-faces/F0069/MID6/P11416_face0.jpg,0.76863897,38,M,michael,m,"[1, 2, 0, 2, 0, 0, 'michael']"
F0069,unrelated_and_nonfaces,P11414_face0.jpg,data/processed/fiw/train/train-faces/F0069/unrelated_and_nonfaces/P11414_face0.jpg,0.59706515,31,F,Unknown,Unknown,[]
F0069,MID3,P00706_face1.jpg,data/processed/fiw/train/train-faces/F0069/MID3/P00706_face1.jpg,0.81760365,41,F,deborah,f,"[5, 0, 0, 4, 0, 0, 'deborah']"
F0069,MID3,P11419_face1.jpg,data/processed/fiw/train/train-faces/F0069/MID3/P11419_face1.jpg,0.8491316,58,F,deborah,f,"[5, 0, 0, 4, 0, 0, 'deborah']"
F0069,MID3,P11420_face0.jpg,data/processed/fiw/train/train-faces/F0069/MID3/P11420_face0.jpg,0.8623154,56,F,deborah,f,"[5, 0, 0, 4, 0, 0, 'deborah']"
F0069,MID5,P00708_face0.jpg,data/processed/fiw/train/train-faces/F0069/MID5/P00708_face0.jpg,0.8435054,37,F,sean,m,"[0, 0, 0, 0, 0, 0, 'sean']"
F0069,MID5,P11417_face2.jpg,data/processed/fiw/train/train-faces/F0069/MID5/P11417_face2.jpg,0.81605685,37,M,sean,m,"[0, 0, 0, 0, 0, 0, 'sean']"
F0069,MID5,P11415_face0.jpg,data/processed/fiw/train/train-faces/F0069/MID5/P11415_face0.jpg,0.8558264,38,M,sean,m,"[0, 0, 0, 0, 0, 0, 'sean']"
F0070,MID2,P00713_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00713_face0.jpg,0.8397463,31,F,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID2,P00712_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00712_face0.jpg,0.78582907,40,M,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID2,P00716_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00716_face0.jpg,0.8530953,50,M,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID2,P00710_face5.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00710_face5.jpg,0.7505,32,M,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID2,P00717_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00717_face0.jpg,0.70348346,74,M,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID2,P00711_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00711_face0.jpg,0.80321884,29,M,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID2,P00709_face1.jpg,data/processed/fiw/train/train-faces/F0070/MID2/P00709_face1.jpg,0.7568411,43,M,paula,f,"[5, 0, 4, 4, 4, 0, 0]"
F0070,MID1,P00716_face2.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00716_face2.jpg,0.7055534,54,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID1,P00712_face1.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00712_face1.jpg,0.82043564,34,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID1,P00717_face2.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00717_face2.jpg,0.753523,81,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID1,P00710_face2.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00710_face2.jpg,0.8221618,29,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID1,P00709_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00709_face0.jpg,0.7810839,39,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID1,P00713_face2.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00713_face2.jpg,0.75152004,69,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID1,P00718_face1.jpg,data/processed/fiw/train/train-faces/F0070/MID1/P00718_face1.jpg,0.80342126,31,M,david,m,"[0, 5, 4, 4, 4, 1, 2]"
F0070,MID8,P00710_face0.jpg,data/processed/fiw/train/train-faces/F0070/MID8/P00710_face0.jpg,0.77603096,41,M,aryeh,m,"[0, 0, 0, 0, 0, 3, 1]"
F0070,unrelated_and_nonfaces,P00717_face1.jpg,data/processed/fiw/train/train-faces/F0070/unrelated_and_nonfaces/P00717_face1.jpg,0.7056529,41,M,Unknown,Unknown,[]
F0070,unrelated_and_nonfaces,P00716_face1.jpg,data/processed/fiw/train/train-faces/F0070/unrelated_and_nonfaces/P00716_face1.jpg,0.76470685,59,M,Unknown,Unknown,[]
F0070,MID7,P00710_face1.jpg,data/processed/fiw/train/train-faces/F0070/MID7/P00710_face1.jpg,0.7503201,27,F,tzipora,f,"[2, 0, 0, 0, 0, 1, 0]"
F0070,MID5,P00710_face3.jpg,data/processed/fiw/train/train-faces/F0070/MID5/P00710_face3.jpg,0.7101454,26,M,amos,m,"[1, 1, 2, 2, 0, 3, 0]"
F0070,MID5,P00713_face4.jpg,data/processed/fiw/train/train-faces/F0070/MID5/P00713_face4.jpg,0.80185485,25,M,amos,m,"[1, 1, 2, 2, 0, 3, 0]"
F0070,MID5,P00709_face3.jpg,data/processed/fiw/train/train-faces/F0070/MID5/P00709_face3.jpg,0.80312866,27,M,amos,m,"[1, 1, 2, 2, 0, 3, 0]"
F0070,MID6,P00709_face5.jpg,data/processed/fiw/train/train-faces/F0070/MID6/P00709_face5.jpg,0.7196981,75,M,avigdor,m,"[4, 0, 6, 6, 6, 0, 4]"
F0070,MID4,P00709_face4.jpg,data/processed/fiw/train/train-faces/F0070/MID4/P00709_face4.jpg,0.72898996,44,M,geula,f,"[1, 1, 2, 0, 2, 3, 0]"
F0070,MID4,P00710_face4.jpg,data/processed/fiw/train/train-faces/F0070/MID4/P00710_face4.jpg,0.7543847,29,M,geula,f,"[1, 1, 2, 0, 2, 3, 0]"
F0070,MID3,P00709_face2.jpg,data/processed/fiw/train/train-faces/F0070/MID3/P00709_face2.jpg,0.7025068,25,M,renana,f,"[1, 1, 0, 2, 2, 3, 0]"
F0070,MID3,P00713_face1.jpg,data/processed/fiw/train/train-faces/F0070/MID3/P00713_face1.jpg,0.7456189,28,M,renana,f,"[1, 1, 0, 2, 2, 3, 0]"
F0070,MID9,P00710_face6.jpg,data/processed/fiw/train/train-faces/F0070/MID9/P00710_face6.jpg,0.77317005,27,M,benyamin,m,"[0, 0, 0, 0, 0, 3, 0]"
F0073,MID5,P00744_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID5/P00744_face0.jpg,0.7880914,5,M,marceo,m,"[1, 3, 2, 0, 0, 0, 1]"
F0073,MID5,P00746_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID5/P00746_face0.jpg,0.8380947,4,M,marceo,m,"[1, 3, 2, 0, 0, 0, 1]"
F0073,MID5,P00744_face2.jpg,data/processed/fiw/train/train-faces/F0073/MID5/P00744_face2.jpg,0.73384553,10,F,marceo,m,"[1, 3, 2, 0, 0, 0, 1]"
F0073,MID6,P00754_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID6/P00754_face1.jpg,0.73389566,5,F,maceo martinez,m,"[5, 0, 0, 0, 0, 0, 0]"
F0073,MID3,P00747_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00747_face1.jpg,0.87842983,57,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00755_face5.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00755_face5.jpg,0.8163485,37,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00753_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00753_face0.jpg,0.7894544,23,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00758_face2.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00758_face2.jpg,0.71758515,7,M,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00742_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00742_face0.jpg,0.84624755,31,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00757_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00757_face1.jpg,0.8674277,6,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00754_face2.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00754_face2.jpg,0.7728573,33,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00752_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00752_face0.jpg,0.773851,2,M,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00749_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00749_face1.jpg,0.6481609,29,F,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00756_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00756_face0.jpg,0.80415165,8,M,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID3,P00743_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID3/P00743_face0.jpg,0.78643,2,M,nahla,f,"[1, 3, 0, 1, 2, 0, 0]"
F0073,MID2,P00751_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID2/P00751_face0.jpg,0.8397423,60,F,judith,f,"[4, 0, 6, 0, 6, 0, 0]"
F0073,MID2,P00750_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID2/P00750_face1.jpg,0.8705094,70,F,judith,f,"[4, 0, 6, 0, 6, 0, 0]"
F0073,MID2,P00759_face4.jpg,data/processed/fiw/train/train-faces/F0073/MID2/P00759_face4.jpg,0.85967994,48,F,judith,f,"[4, 0, 6, 0, 6, 0, 0]"
F0073,MID2,P00741_face8.jpg,data/processed/fiw/train/train-faces/F0073/MID2/P00741_face8.jpg,0.8391992,70,F,judith,f,"[4, 0, 6, 0, 6, 0, 0]"
F0073,MID7,P00746_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID7/P00746_face1.jpg,0.7838778,44,M,olivier,m,"[5, 0, 0, 0, 4, 0, 0]"
F0073,MID7,P00747_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID7/P00747_face0.jpg,0.8445793,56,M,olivier,m,"[5, 0, 0, 0, 4, 0, 0]"
F0073,MID7,P00755_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID7/P00755_face0.jpg,0.81675595,39,M,olivier,m,"[5, 0, 0, 0, 4, 0, 0]"
F0073,MID7,P00745_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID7/P00745_face0.jpg,0.8448141,47,M,olivier,m,"[5, 0, 0, 0, 4, 0, 0]"
F0073,MID7,P00744_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID7/P00744_face1.jpg,0.87059397,40,M,olivier,m,"[5, 0, 0, 0, 4, 0, 0]"
F0073,unrelated_and_nonfaces,P00747_face2.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00747_face2.jpg,0.8092119,29,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00755_face2.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00755_face2.jpg,0.7256842,70,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00741_face10.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00741_face10.jpg,0.66143745,52,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00741_face9.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00741_face9.jpg,0.730415,32,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00755_face6.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00755_face6.jpg,0.83711267,25,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00759_face2.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00759_face2.jpg,0.77718645,50,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00741_face7.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00741_face7.jpg,0.7916882,38,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00741_face6.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00741_face6.jpg,0.67675287,60,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00741_face5.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00741_face5.jpg,0.62521374,25,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00758_face0.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00758_face0.jpg,0.7077058,61,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00741_face4.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00741_face4.jpg,0.6031631,26,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00755_face4.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00755_face4.jpg,0.7897402,47,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00759_face0.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00759_face0.jpg,0.713092,25,F,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00759_face1.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00759_face1.jpg,0.63844717,33,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00753_face2.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00753_face2.jpg,0.74289024,31,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00744_face4.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00744_face4.jpg,0.77936697,33,M,Unknown,Unknown,[]
F0073,unrelated_and_nonfaces,P00754_face3.jpg,data/processed/fiw/train/train-faces/F0073/unrelated_and_nonfaces/P00754_face3.jpg,0.5425121,28,M,Unknown,Unknown,[]
F0073,MID4,P00742_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID4/P00742_face1.jpg,0.77912486,43,M,gabriel,m,"[5, 0, 4, 0, 0, 0, 0]"
F0073,MID4,P00758_face3.jpg,data/processed/fiw/train/train-faces/F0073/MID4/P00758_face3.jpg,0.7813916,39,M,gabriel,m,"[5, 0, 4, 0, 0, 0, 0]"
F0073,MID4,P00748_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID4/P00748_face1.jpg,0.8455939,40,M,gabriel,m,"[5, 0, 4, 0, 0, 0, 0]"
F0073,MID1,P00745_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00745_face1.jpg,0.8731991,37,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00748_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00748_face0.jpg,0.7895591,36,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00755_face3.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00755_face3.jpg,0.78337693,39,M,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00753_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00753_face1.jpg,0.8199745,56,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00749_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00749_face0.jpg,0.86905056,34,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00757_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00757_face0.jpg,0.8684253,39,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00741_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00741_face0.jpg,0.8596423,25,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00751_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00751_face1.jpg,0.86820626,31,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00758_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00758_face1.jpg,0.78091246,39,M,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00750_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00750_face0.jpg,0.86215705,33,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00756_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00756_face1.jpg,0.8603217,29,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00743_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00743_face1.jpg,0.7453231,28,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00754_face0.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00754_face0.jpg,0.7242491,50,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00744_face3.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00744_face3.jpg,0.8323921,40,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00759_face3.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00759_face3.jpg,0.84369296,36,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0073,MID1,P00752_face1.jpg,data/processed/fiw/train/train-faces/F0073/MID1/P00752_face1.jpg,0.82365036,31,F,halle,f,"[0, 1, 4, 5, 4, 5, 5]"
F0076,unrelated_and_nonfaces,P00779_face3.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00779_face3.jpg,0.8535928,34,M,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00777_face2.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00777_face2.jpg,0.77558947,61,F,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00775_face2.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00775_face2.jpg,0.7195826,54,M,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00779_face4.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00779_face4.jpg,0.72573334,34,F,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00779_face1.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00779_face1.jpg,0.7161174,36,F,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00779_face5.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00779_face5.jpg,0.822137,31,F,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00777_face0.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00777_face0.jpg,0.576971,48,M,Unknown,Unknown,[]
F0076,unrelated_and_nonfaces,P00779_face6.jpg,data/processed/fiw/train/train-faces/F0076/unrelated_and_nonfaces/P00779_face6.jpg,0.8011615,28,F,Unknown,Unknown,[]
F0076,MID6,P00778_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID6/P00778_face1.jpg,0.78795505,58,F,begum,f,"[4, 0, 6, 6, 6, 0, 'begum']"
F0076,MID6,P00777_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID6/P00777_face1.jpg,0.82127243,68,F,begum,f,"[4, 0, 6, 6, 6, 0, 'begum']"
F0076,MID1,P00778_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00778_face0.jpg,0.79280037,29,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00775_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00775_face1.jpg,0.80282485,30,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00776_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00776_face0.jpg,0.7617388,27,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00777_face3.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00777_face3.jpg,0.8307257,34,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00781_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00781_face1.jpg,0.7833465,34,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00773_face2.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00773_face2.jpg,0.8074387,33,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00779_face2.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00779_face2.jpg,0.7876886,37,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID1,P00780_face2.jpg,data/processed/fiw/train/train-faces/F0076/MID1/P00780_face2.jpg,0.8261862,36,F,benazir,f,"[0, 5, 4, 4, 4, 1, 'benazir']"
F0076,MID2,P00777_face5.jpg,data/processed/fiw/train/train-faces/F0076/MID2/P00777_face5.jpg,0.7573111,64,M,asif,m,"[5, 0, 4, 4, 4, 0, 'asif']"
F0076,MID2,P00777_face4.jpg,data/processed/fiw/train/train-faces/F0076/MID2/P00777_face4.jpg,0.7660328,72,M,asif,m,"[5, 0, 4, 4, 4, 0, 'asif']"
F0076,MID2,P00773_face5.jpg,data/processed/fiw/train/train-faces/F0076/MID2/P00773_face5.jpg,0.8089431,51,M,asif,m,"[5, 0, 4, 4, 4, 0, 'asif']"
F0076,MID2,P00776_face2.jpg,data/processed/fiw/train/train-faces/F0076/MID2/P00776_face2.jpg,0.7080774,42,M,asif,m,"[5, 0, 4, 4, 4, 0, 'asif']"
F0076,MID2,P00775_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID2/P00775_face0.jpg,0.7489828,49,M,asif,m,"[5, 0, 4, 4, 4, 0, 'asif']"
F0076,MID3,P00773_face3.jpg,data/processed/fiw/train/train-faces/F0076/MID3/P00773_face3.jpg,0.7031775,17,F,aseefa,f,"[1, 1, 0, 2, 2, 3, 'aseefa']"
F0076,MID3,P00780_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID3/P00780_face1.jpg,0.83019733,27,F,aseefa,f,"[1, 1, 0, 2, 2, 3, 'aseefa']"
F0076,MID3,P00774_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID3/P00774_face0.jpg,0.80451953,24,F,aseefa,f,"[1, 1, 0, 2, 2, 3, 'aseefa']"
F0076,MID3,P00782_face4.jpg,data/processed/fiw/train/train-faces/F0076/MID3/P00782_face4.jpg,0.83001333,24,F,aseefa,f,"[1, 1, 0, 2, 2, 3, 'aseefa']"
F0076,MID4,P00780_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID4/P00780_face0.jpg,0.82180226,24,M,bilawal,m,"[1, 1, 2, 0, 2, 3, 'bilawal']"
F0076,MID4,P00774_face2.jpg,data/processed/fiw/train/train-faces/F0076/MID4/P00774_face2.jpg,0.80664974,31,M,bilawal,m,"[1, 1, 2, 0, 2, 3, 'bilawal']"
F0076,MID4,P00781_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID4/P00781_face0.jpg,0.84209317,23,M,bilawal,m,"[1, 1, 2, 0, 2, 3, 'bilawal']"
F0076,MID4,P00773_face0.jpg,data/processed/fiw/train/train-faces/F0076/MID4/P00773_face0.jpg,0.735995,23,M,bilawal,m,"[1, 1, 2, 0, 2, 3, 'bilawal']"
F0076,MID4,P00782_face3.jpg,data/processed/fiw/train/train-faces/F0076/MID4/P00782_face3.jpg,0.80778235,30,M,bilawal,m,"[1, 1, 2, 0, 2, 3, 'bilawal']"
F0076,MID4,P00776_face3.jpg,data/processed/fiw/train/train-faces/F0076/MID4/P00776_face3.jpg,0.8501615,20,F,bilawal,m,"[1, 1, 2, 0, 2, 3, 'bilawal']"
F0076,MID5,P00773_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID5/P00773_face1.jpg,0.7836461,23,F,bakhtawar,f,"[1, 1, 2, 2, 0, 3, 'bakhtawar']"
F0076,MID5,P00782_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID5/P00782_face1.jpg,0.793525,36,F,bakhtawar,f,"[1, 1, 2, 2, 0, 3, 'bakhtawar']"
F0076,MID5,P00782_face2.jpg,data/processed/fiw/train/train-faces/F0076/MID5/P00782_face2.jpg,0.8810587,24,F,bakhtawar,f,"[1, 1, 2, 2, 0, 3, 'bakhtawar']"
F0076,MID5,P00774_face1.jpg,data/processed/fiw/train/train-faces/F0076/MID5/P00774_face1.jpg,0.8741178,26,F,bakhtawar,f,"[1, 1, 2, 2, 0, 3, 'bakhtawar']"
F0077,MID6,P00786_face1.jpg,data/processed/fiw/train/train-faces/F0077/MID6/P00786_face1.jpg,0.8558197,32,M,hunter,m,"[1, 1, 2, 2, 0, 0, 0]"
F0077,MID6,P00787_face0.jpg,data/processed/fiw/train/train-faces/F0077/MID6/P00787_face0.jpg,0.89879817,44,M,hunter,m,"[1, 1, 2, 2, 0, 0, 0]"
F0077,MID6,P00789_face0.jpg,data/processed/fiw/train/train-faces/F0077/MID6/P00789_face0.jpg,0.82894236,45,M,hunter,m,"[1, 1, 2, 2, 0, 0, 0]"
F0077,MID5,P00784_face0.jpg,data/processed/fiw/train/train-faces/F0077/MID5/P00784_face0.jpg,0.7952597,31,F,haille,f,"[0, 0, 0, 5, 0, 0, 0]"
F0077,MID1,P00791_face0.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00791_face0.jpg,0.7118641,43,M,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
F0077,MID1,P00786_face0.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00786_face0.jpg,0.8107007,64,M,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
F0077,MID1,P00794_face3.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00794_face3.jpg,0.81098837,65,M,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
F0077,MID1,P00784_face3.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00784_face3.jpg,0.81575036,50,F,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
F0077,MID1,P00790_face5.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00790_face5.jpg,0.8174877,52,M,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
F0077,MID1,P00787_face1.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00787_face1.jpg,0.8694863,69,M,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
F0077,MID1,P00785_face0.jpg,data/processed/fiw/train/train-faces/F0077/MID1/P00785_face0.jpg,0.8115501,73,M,joe ,m,"[0, 5, 4, 4, 0, 4, 0]"
